paragem_nome,gid_DMT,gid_AMP,Situação,Designaç,Designa_1,nome_oficial,Local,Freguesia,Linhas_STC,Linhas_UNI,Zona_Andan,longitude,latitude
Rua Misericórdia,744,0,Ativa,Capela Bairro Pescadores,Capela Bairro Pescadores,Capela Bairro Pescadores,Rua Misericórdia,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5018,MTS1,-8.679000671374798,41.186662750809695
Rua Seara,745,0,Ativa,Rua da Seara,Rua da Seara,Rua da Seara,Rua Seara,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5007,MTS1,-8.673828432083054,41.18802156139544
Rua Roberto Ivens,746,0,Ativa,1º de Dezembro,1º de Dezembro,1º de Dezembro,Rua Roberto Ivens,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),506,N/A,MTS1,-8.692526384709002,41.18357300229699
Rua Godinho,747,0,Ativa,Brito Capelo,Brito Capelo,Brito Capelo,Rua Godinho,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),506,5015,MTS1,-8.69043807368791,41.182292530830516
Rua Tomaz Ribeiro,748,0,Ativa,Brito Capelo,Brito Capelo,Brito Capelo,Rua Tomaz Ribeiro,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),507,"5001, 5002, 5007, 5012, 5013, 5014, 5016, 5101, 5102",MTS1,-8.69031781276754,41.18180136667042
Avenida Villagarcia de Arosa,749,0,Ativa,Escola Sec. J. G. Zarco,E. Sec. G. Zarco,Escola Sec. J. G. Zarco,Avenida Villagarcia de Arosa,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),"506, 507, 13M","5010, 5012, 5015, 5017",MTS1,-8.67640470511594,41.17915141038019
Avenida Villagarcia de Arosa,750,0,Ativa,Esc. Sec. J. G. Zarco,E. Sec. G. Zarco,Esc. Sec. J. G. Zarco,Avenida Villagarcia de Arosa,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),"501, 506, 507, 13M","5010, 5012, 5015, 5017, 5103",MTS1,-8.676818938031774,41.179344424851834
Avenida Villagarcia de Arosa,751,0,Ativa,Parque de Real (Metro),Parque de Real,Parque de Real (Metro),Avenida Villagarcia de Arosa,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),"506, 507, 13M","5001, 5010, 5012, 5015, 5017, 5101, 5102, 5104",MTS1,-8.672658949255768,41.179032636845506
Rua Dr. Eduardo Torres,752,0,Ativa,Parque de Real,Parque de Real,Parque de Real,Rua Dr. Eduardo Torres,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),"506, 507, 13M","5010, 5012, 5015, 5017",MTS1,-8.6733346469102,41.17963799632772
Rua Dr. Eduardo Torres,753,0,Ativa,Quinta Seca,Quinta Seca,Quinta Seca,Rua Dr. Eduardo Torres,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),"506, 507, 13M","5001, 5010, 5012, 5015, 5017, 5101, 5102, 5104",MTS1,-8.668836032163497,41.180537826159814
Avenida Mérignac,754,0,Ativa,Hosp. Pedro Hispano (Metro),Quinta Seca,Hosp. Pedro Hispano (Metro),Avenida Mérignac,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),"506, 507, 13M","5001, 5007, 5010, 5012, 5015, 5017, 5101, 5102, 5103, 5104",MTS1,-8.666535242794515,41.18062667779927
Rua Dr. Eduardo Torres,755,0,Ativa,Hosp. Pedro Hispano,Hosp. P. Hispano,Hosp. Pedro Hispano,Rua Dr. Eduardo Torres,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),"506, 507, 13M","5001, 5006, 5008, 5009, 5010, 5012, 5015, 5017, 5101, 5102, 5103, 5104",MTS1,-8.663606015019079,41.18082057411082
Rua Dr. Eduardo Torres,756,0,Ativa,Hosp. Pedro Hispano,Hosp. P. Hispano,Hosp. Pedro Hispano,Rua Dr. Eduardo Torres,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),"506, 507, 13M","5001, 5005, 5007, 5009, 5010, 5012, 5015, 5017, 5101, 5102, 5103, 5104",MTS1,-8.663725246974671,41.18066862385594
Rua Dr. Eduardo Torres,757,0,Ativa,Azenha de Cima,Azenha de Cima,Azenha de Cima,Rua Dr. Eduardo Torres,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),"506, 507, 13M","5001, 5006, 5008, 5009, 5010, 5012, 5015, 5017, 5101, 5102, 5103, 5104",MTS1,-8.660620995603857,41.18016957711089
IC1,758,0,Ativa,Continente,Continente,Continente,IC1,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),"507, 601, 13M",N/A,MTS1,-8.656963885118703,41.179853656353565
Avenida Calouste Gulbenkian,759,0,Ativa,Sra. Hora (Hiper),Sra. Da Hora (Hipermercado),Sra. Hora (Hiper),Avenida Calouste Gulbenkian,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,"5004, 5006, 5008, 5009, 5010, 5012, 5015, 5017, 5102, 5103, 5104",MTS1,-8.658533287470219,41.18077645107893
Avenida Calouste Gulbenkian,760,0,Ativa,Sra. Hora (Hiper),Sra. Da Hora (Hipermercado),Sra. Hora (Hiper),Avenida Calouste Gulbenkian,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,"5004, 5005, 5007, 5009, 5010, 5012, 5015, 5017, 5102, 5103, 5104",MTS1,-8.659442098331132,41.18177248928144
Avenida Calouste Gulbenkian,761,0,Ativa,Parque J. G. Laranjo,Parque J. G. Laranjo,Parque J. G. Laranjo,Avenida Calouste Gulbenkian,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,"5004, 5005, 5007, 5009, 5010, 5012, 5015, 5017, 5102, 5103, 5104",MTS1,-8.661884276147143,41.184754540014104
Avenida Calouste Gulbenkian,762,0,Ativa,Parque J. G. Laranjo,Parque J. G. Laranjo,Parque J. G. Laranjo,Avenida Calouste Gulbenkian,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,"5004, 5006, 5008, 5009, 5010, 5012, 5015, 5017, 5102, 5103, 5104",MTS1,-8.66194001923082,41.18447077935618
Avenida Calouste Gulbenkian,763,0,Ativa,Estádio do Mar (Metro),Estádio do Mar (Metro),Estádio do Mar (Metro),Avenida Calouste Gulbenkian,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5012, 5018",MTS1,-8.661608441320494,41.185739701659514
Parque Dr. João Gomes Laranjo,764,0,Ativa,Feira da Srª da Hora,Feira da Srª da Hora,Feira da Srª da Hora,Parque Dr. João Gomes Laranjo,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5004, 5005, 5009, 5010, 5014, 5015, 5017, 5018, 5102, 5103, 5104",MTS1,-8.663207671075755,41.186660180370225
Parque Dr. João Gomes Laranjo,765,0,Ativa,Feira da Srª da Hora,Feira da Srª da Hora,Feira da Srª da Hora,Parque Dr. João Gomes Laranjo,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,"5004, 5006, 5009, 5010, 5014, 5015, 5017, 5018, 5102, 5103, 5104",MTS1,-8.663149374990235,41.18636321701456
Rua Sara Afonso,766,0,Ativa,NorteShopping,NorteShopping,NorteShopping,Rua Sara Afonso,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),504,N/A,PRT2,-8.654383525809264,41.181225195359744
Avenida Dr. Manuel Teixeira Ruela,767,0,Ativa,Ruela,Ruela,Ruela,Avenida Dr. Manuel Teixeira Ruela,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),504,N/A,PRT2,-8.652822982802494,41.18134531656802
Avenida António Domingues dos Santos,768,0,Ativa,Sra Hora (Estádio),Sra. Da Hora,Sra Hora (Estádio),Avenida António Domingues dos Santos,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,"5012, 5018",PRT2,-8.655048411248677,41.18655181683731
Rua Gatões,769,0,Ativa,R. Gatões,Lomba (Gatões),R. Gatões,Rua Gatões,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5014, 5102",MTS1,-8.660385915768778,41.20742748808058
Rua Lomba,770,0,Ativa,Lomba,Lomba,Lomba,Rua Lomba,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5014, 5102",MTS1,-8.66365304042594,41.20658413862758
Rua Lomba,771,0,Ativa,Lomba,Lomba,Lomba,Rua Lomba,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5014, 5102",MTS1,-8.663209558242128,41.20663964638534
Rua Ferroviário,772,0,Ativa,R. Ferroviário,R. Ferroviário,R. Ferroviário,Rua Ferroviário,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5014, 5102",MTS1,-8.661703872855284,41.20946242316337
Rua Ferroviário,773,0,Ativa,R. Boa Hora,R. Boa Hora,R. Boa Hora,Rua Ferroviário,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5014, 5102",MTS1,-8.663113627067274,41.21190137738516
Rua Boa Hora,774,0,Ativa,R. Padre Porto Carrero,R. Padre Porto Carrero,R. Padre Porto Carrero,Rua Boa Hora,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5014, 5102",MTS1,-8.665336350290355,41.21239981221018
Rua Linhares,775,0,Ativa,Tv. Pinguela,Tv. Pinguela,Tv. Pinguela,Rua Linhares,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",508,N/A,MTS2,-8.658621136908446,41.217198387339096
Rua Araújo,776,0,Ativa,Araújo (Igreja),Araújo,Araújo (Igreja),Rua Araújo,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","602, 3M","5015, 5021",MAI1,-8.637203324090846,41.21928326493041
Rua Araújo,777,0,Ativa,Araújo (Igreja),Araújo,Araújo (Igreja),Rua Araújo,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","602, 3M","5015, 5021",MAI1,-8.637105509150832,41.219331132845596
Rua Custió,778,0,Ativa,Pontelhas,Custió (Metro) (site) / Pontelhas (postalete),Pontelhas,Rua Custió,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","602, 3M",5015,MAI1,-8.638643112694155,41.22229324125353
Rua Custió,779,0,Ativa,Manso,Manso,Manso,Rua Custió,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","602, 3M",5015,MAI1,-8.64083559928837,41.227259092010804
Rua Custió,780,0,Ativa,Monte Grande,Monte Grande,Monte Grande,Rua Custió,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","602, 3M",5015,MAI1,-8.642651362149518,41.229801066770094
Rua Gondivai,781,0,Ativa,Gondivai (Sul),Gondivai (Sul),Gondivai (Sul),Rua Gondivai,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","505, 602, 3M","5015, 5023",MAI1,-8.633271911219738,41.20802483682304
Rua Recarei,782,0,Ativa,Frei Álvaro Pinto,Frei Álvaro Pinto,Frei Álvaro Pinto,Rua Recarei,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","602, 3M","5002, 5015",MAI1,-8.633549063556194,41.19870626902117
Rua Recarei,783,0,Ativa,Frei Álvaro Pinto,Frei Álvaro Pinto,Frei Álvaro Pinto,Rua Recarei,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","602, 3M",5015,MAI1,-8.633672618104862,41.19865284363162
Rua Recarei,784,0,Ativa,Vilarinho Freires,Vilarinho Freires,Vilarinho Freires,Rua Recarei,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","602, 3M","5002, 5015",MAI1,-8.633695514548116,41.19582079979238
Rua Recarei,785,0,Ativa,Vilarinho Freires,Vilarinho Freires,Vilarinho Freires,Rua Recarei,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","602, 3M",5015,MAI1,-8.633854858427735,41.195125403224374
Rua Nova do Seixo,786,0,Ativa,Padrão da Légua,Padrão da Légua,Padrão da Légua,Rua Nova do Seixo,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","508, 602, 3M","5002, 5015",MAI1,-8.63362346284498,41.19256038578212
Rua Nova do Seixo,787,0,Ativa,C. Seixo (Norte),C. Seixo (Norte),C. Seixo (Norte),Rua Nova do Seixo,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),"508, 602, 3M","5002, 5017, 5103",MAI1,-8.632688781119631,41.18912403611846
Rua Nova do Seixo,788,0,Ativa,Fogueteiros (Sul),Fogueteiros (Sul),Fogueteiros (Sul),Rua Nova do Seixo,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),"508, 602, 3M","5002, 5017, 5103",MAI1,-8.632276384317448,41.18686425059431
Rua Nova do Seixo,789,0,Ativa,Fogueteiros (Sul),Fogueteiros (Sul),Fogueteiros (Sul),Rua Nova do Seixo,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),"508, 602, 3M","5002, 5017, 5103",MAI1,-8.63186643837845,41.185753004481235
Rua Nova do Seixo,790,0,Ativa,C. Seixo (Sul),C. Seixo (Sul),C. Seixo (Sul),Rua Nova do Seixo,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),"508, 602, 3M","5002, 5017, 5103",MAI1,-8.6314500178102,41.18394514173934
Rua Nova do Seixo,791,0,Ativa,C. Seixo (Sul),C. Seixo (Sul),C. Seixo (Sul),Rua Nova do Seixo,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),"508, 602, 3M","5002, 5017, 5103",MAI1,-8.631325850402117,41.18323119926986
Rua Nova do Seixo,792,0,Ativa,Monte dos Burgos,Mte. Dos Burgos,Monte dos Burgos,Rua Nova do Seixo,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),"508, 602, 3M","5002, 5017, 5103",MAI1,-8.630471049342775,41.181543790045225
Rua Nova do Seixo,793,0,Ativa,Monte dos Burgos,Mte. Dos Burgos,Monte dos Burgos,Rua Nova do Seixo,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),"508, 602, 3M","5002, 5017, 5103",MAI1,-8.630459658385666,41.1811983917497
Rua 5 de Outubro,794,0,Ativa,Via Norte,Via Norte,Via Norte,Rua 5 de Outubro,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",506,"5010, 5011, 5104",MAI1,-8.627555676900366,41.19109205508036
"(VERIFICAR RUA) No SIG aparece apenas ""passagem desnivelada de Picoutos""",796,0,Ativa,Picoutos (Viaduto),Picoutos (Viaduto),Picoutos (Viaduto),"(VERIFICAR RUA) No SIG aparece apenas ""passagem desnivelada de Picoutos""",São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,"5010, 5011, 5104",MAI1,-8.620477912527603,41.19152109607956
"(VERIFICAR RUA) No SIG aparece apenas ""passagem desnivelada de Picoutos""",797,0,Ativa,Picoutos (Viaduto),Picoutos (Viaduto),Picoutos (Viaduto),"(VERIFICAR RUA) No SIG aparece apenas ""passagem desnivelada de Picoutos""",São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,"5010, 5011, 5104",MAI1,-8.619958399172303,41.1917034017093
Avenida Conde,798,0,Ativa,Pedra Verde,Pedra Verde,Pedra Verde,Avenida Conde,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,"5010, 5011, 5104",MAI1,-8.615993474703384,41.19274575323271
Avenida Conde,799,0,Ativa,Pedra Verde,Pedra Verde,Pedra Verde,Avenida Conde,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,"5010, 5011, 5104",MAI1,-8.61580925851604,41.19259905500367
Avenida Conde,800,0,Ativa,S. M. Infesta (Igreja),S. Mamede,S. M. Infesta (Igreja),Avenida Conde,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,N/A,MAI1,-8.608955693552547,41.19343813695736
Rua Henrique Bravo,801,0,Ativa,Outeiro,Laranjeiras,Outeiro,Rua Henrique Bravo,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),"506, 604, 705","5010, 5011, 5104, 6011",MAI1,-8.605284950892393,41.19507426308204
Rua Henrique Bravo,802,0,Ativa,Outeiro,Laranjeiras,Outeiro,Rua Henrique Bravo,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),"506, 604, 705","5010, 5011, 5104, 6011",MAI1,-8.604881035713397,41.19533270629486
Avenida Conde,803,0,Ativa,S. M. Infesta (Igreja),S. Mamede,S. M. Infesta (Igreja),Avenida Conde,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,"5010, 5011, 5104, 6011",MAI1,-8.608710281212208,41.19352555315076
Rua Manuel Gonçalves Lage,804,0,Ativa,Leonardo Coimbra,Leonardo Coimbra,Leonardo Coimbra,Rua Manuel Gonçalves Lage,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),705,"5011, 5010, 5104, 6011",MAI1,-8.599803571707293,41.19917313534167
Rua Santos Dias,805,0,Ativa,Cemitério Novo,Cemitério Novo,Cemitério Novo,Rua Santos Dias,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),604,N/A,MAI1,-8.608641175926119,41.204022679844215
Rua Godinho de Faria,806,0,Ativa,C. Saúde S. Mamede,C. Saúde S. Mamede,C. Saúde S. Mamede,Rua Godinho de Faria,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),"600, 4M","6305, 6313",MAI1,-8.610929402924654,41.198171606337716
Rua Godinho de Faria,807,0,Ativa,Ponte da Pedra,Ponte da Pedra,Ponte da Pedra,Rua Godinho de Faria,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","600, 4M","6305, 6313",MAI1,-8.614374209315677,41.203910793394954
Rua Santana,808,0,Ativa,Paulo Ranito,Paulo Ranito,Paulo Ranito,Rua Santana,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","600, 4M","6305, 6313",MAI1,-8.613716195344837,41.20792635570759
Rua Santana,809,0,Ativa,Camilo C. Branco,Camilo C. Branco,Camilo C. Branco,Rua Santana,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","600, 4M","6305, 6313",MAI1,-8.613468264318858,41.20875754662013
Rua Santana,810,0,Ativa,Santana,Santana,Santana,Rua Santana,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","600, 4M","6305, 6313",MAI1,-8.613346891441681,41.21234752315327
Rua Catassol,811,0,Ativa,Sra. Da Saúde,Sra. Da Saúde,Sra. Da Saúde,Rua Catassol,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","600, 4M","6305, 6313",MAI1,-8.6142856278723,41.21594715885884
Rua Catassol,812,0,Ativa,António Aleixo,António Aleixo,António Aleixo,Rua Catassol,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","600, 4M","6305, 6313",MAI1,-8.614101625031934,41.21844716327627
Rua Catassol,813,0,Ativa,Catassol,Catassol,Catassol,Rua Catassol,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)","600, 4M","6305, 6313",MAI1,-8.614155275161236,41.2203004900248
Rua Lionesa,814,0,Ativa,Lionesa,Lionesa,Lionesa,Rua Lionesa,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",505,"5023, 5024, 6004",MAI1,-8.623771657776732,41.21668812849826
Rua Devesa do Mosteiro,815,0,Inativa,Leça do Balio (Mosteiro),Leça do Balio (Mosteiro),Leça do Balio (Mosteiro),Rua Devesa do Mosteiro,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,N/A,MAI1,-8.625058154312004,41.21028977420684
Rua Devesa do Mosteiro,816,0,Inativa,Leça do Balio (Mosteiro),Leça do Balio (Mosteiro),Leça do Balio (Mosteiro),Rua Devesa do Mosteiro,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,N/A,MAI1,-8.62518760198046,41.21039602339344
Rua D. Frei Estevão Vasques Pimentel,817,0,Ativa,Leça do Balio (Cemitério),Cemitério,Leça do Balio (Cemitério),Rua D. Frei Estevão Vasques Pimentel,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",505,"5023, 5024, 6004",MAI1,-8.625877699685454,41.209360190012006
Rua D. Frei Estevão Vasques Pimentel,818,0,Ativa,Cemitério,Cemitério,Cemitério,Rua D. Frei Estevão Vasques Pimentel,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",505,6003,MAI1,-8.62613670823555,41.20935294681894
Largo Capela S. Sebastião,819,0,Ativa,Lgo. Da Capela,Lgo. Da Capela,Lgo. Da Capela,Largo Capela S. Sebastião,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",505,N/A,MAI1,-8.623564906387925,41.20670428743119
Rua D. Frei Diogo De Melo Pereira,820,0,Ativa,Tv. Melo Pereira,Tv. Melo Pereira,Tv. Melo Pereira,Rua D. Frei Diogo De Melo Pereira,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",505,N/A,MAI1,-8.62297351185443,41.20570392448051
Rua D. Frei Diogo De Melo Pereira,821,0,Ativa,Tv. Melo Pereira,Tv. Melo Pereira,Tv. Melo Pereira,Rua D. Frei Diogo De Melo Pereira,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",505,N/A,MAI1,-8.62266420124292,41.20557410160468
Rua Queirãos,822,0,Ativa,Rua de Mosteiro,Rua de Mosteiro,Rua de Mosteiro,Rua Queirãos,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",505,N/A,MAI1,-8.620601651236804,41.20499967330969
Rua Arroteia,823,0,Ativa,Arroteia 2,Arroteia 2,Arroteia 2,Rua Arroteia,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5024,MAI1,-8.626563618401232,41.198417111909784
Via Guilherme Ricca Gonçalves,824,0,Ativa,Barroco,Barroco,Barroco,Via Guilherme Ricca Gonçalves,"Leça do Balio (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5024,MAI1,-8.629219241171622,41.20287791755602
Rua Godinho de Faria,825,0,Ativa,S. Mamede (Mercado),S. Mamede (Mercado),S. Mamede (Mercado),Rua Godinho de Faria,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),"505, 600, 4M","6011, 6305, 6313",MAI1,-8.611617069082431,41.19107432815701
None,826,0,Inativa,,,,,,,"6011, 6305, 6313",,-8.613161968793323,41.184818794273625
Rua Oliveira Gaio,827,0,Ativa,Dr. Barros,Dr. Barros,Dr. Barros,Rua Oliveira Gaio,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),705,N/A,MAI1,-8.603551907142004,41.186130404327145
Rua Moalde,828,0,Ativa,R. Centro,R. Centro,R. Centro,Rua Moalde,Sâo Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,N/A,MAI1,-8.60556150424513,41.191393756538375
Avenida Marechal Gomes da Costa,829,0,Ativa,S. Mamede,S. Mamede,S. Mamede,Avenida Marechal Gomes da Costa,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),"604, 705",N/A,MAI1,-8.607995143187523,41.19268560435657
Rua Misericórdia,830,0,Ativa,R. Misericórdia,R. Misericórdia,R. Misericórdia,Rua Misericórdia,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5018,MTS1,-8.681680571368327,41.18708297769004
Rua Silva Cunha,831,0,Ativa,Matosinhos (Centro Paroquial),Matosinhos (Centro Paroquial),Matosinhos (Centro Paroquial),Rua Silva Cunha,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5018,MTS1,-8.684322212842506,41.18716646679997
Avenida Vasco Graça Moura,832,0,Ativa,Vasco Graça Moura (Decathlon),Vasco Graça Moura (Decathlon),Vasco Graça Moura (Decathlon),Avenida Vasco Graça Moura,"Perafita (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",N/A,5018,MTS2,-8.68462320347379,41.21674515759387
Rua Lagoa,833,0,Ativa,Fabril do Norte,Fabril do Norte,Fabril do Norte,Rua Lagoa,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),N/A,5018,PRT2,-8.655433383797995,41.190445521837354
Rua Vasco Santana,834,0,Ativa,Senhora da Hora (Metro),Senhora da Hora (Metro),Senhora da Hora (Metro),Rua Vasco Santana,Senhora da Hora (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,N/A,PRT2,-8.653604458389909,41.18770484379296
Rua Nova de S. Gens,835,0,Ativa,R. Nova de S. Gens,R. Nova de S. Gens,R. Nova de S. Gens,Rua Nova de S. Gens,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.648410411872327,41.19077958491075
Rua Nova de S. Gens,836,0,Ativa,R. Nova de S. Gens 2,R. Nova de S. Gens 2,R. Nova de S. Gens 2,Rua Nova de S. Gens,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.648051587199317,41.19144417370522
Rua Nova de S. Gens,837,0,Ativa,Bairro S. Gens,Bairro S. Gens,Bairro S. Gens,Rua Nova de S. Gens,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.644758588457865,41.194990585478834
Rua Nova de S. Gens,838,0,Ativa,Bairro S. Gens,Bairro S. Gens,Bairro S. Gens,Rua Nova de S. Gens,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.644725138884365,41.19519085513924
Rua Luís de Camões,839,0,Ativa,R. Luís de Camões,R. Luís de Camões,R. Luís de Camões,Rua Luís de Camões,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.647465223092533,41.194438839348905
Rua Trás,840,0,Ativa,R. de Trás,R. de Trás,R. de Trás,Rua Trás,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.6480183910301,41.19304430261118
Rua Nova de S. Gens,841,0,Ativa,Tv. Travagem,Tv. Travagem,Tv. Travagem,Rua Nova de S. Gens,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.643501431344488,41.1967659010872
Rua Nova de S. Gens,842,0,Ativa,Tv. Travagem,Tv. Travagem,Tv. Travagem,Rua Nova de S. Gens,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.643493664712075,41.19714664092377
Rua Nova de S. Gens,843,0,Ativa,EB Custóias,EB Custóias,EB Custóias,Rua Nova de S. Gens,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.643713595638012,41.199146572178
Rua Nova de S. Gens,844,0,Ativa,EB Custóias,EB Custóias,EB Custóias,Rua Nova de S. Gens,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.643974594979532,41.19944893080369
Rua Nova de S. Gens,845,0,Ativa,Custóias (Feira),Custóias (Feira),Custóias (Feira),Rua Nova de S. Gens,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5021,MAI1,-8.644513371437117,41.20147871400006
Rua António Sérgio,846,0,Ativa,António Sérgio,António Sérgio,António Sérgio,Rua António Sérgio,"Custóias (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,5002,MAI1,-8.639801908628092,41.20294594533768
